,state,district,label,modal_price,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,N,P,K,temperature,humidity,ph,rainfall,diff
3597,himachal pradesh,kangra,grapes,7000,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,80.2
3598,himachal pradesh,kangra,grapes,7000,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,80.2
3599,himachal pradesh,kangra,grapes,7000,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,80.2
3600,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,22,30,12,15.78144173,92.51077745,6.354006744,119.035002,145.6
3601,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,37,6,13,26.03097313,91.50819306,7.511755068,101.2847738,84.9
3602,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,27,13,6,13.36050601,91.35608208,7.335158382,111.2266885,84.9
3603,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,7,16,9,18.87957654,92.04304496,7.813916603,114.6659511,84.9
3604,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,20,7,9,29.47741671,91.57802915,7.129136941,111.1727497,84.9
3605,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,84.9
3606,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,5,23,15,25.66901098,92.04670813,7.408939392,112.5424199,84.9
3607,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,0,18,14,29.77149434,92.00719952,7.207991261,114.4161786,84.9
3608,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,84.9
3609,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,84.9
3610,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,21,17,15,23.98289638,91.5473145,7.455991072,118.4901697,145.6
3611,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,33,12,8,25.26052689,90.31153735,6.822282114,117.3695296,145.6
3612,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,84.9
3613,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,84.9
3614,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,145.6
3615,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,9,11,8,24.85903405,94.39000473,6.559236744,111.7803734,84.9
3616,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,84.9
3617,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,22,17,5,24.12188673,90.72351622,6.945562889,102.835632,84.9
3618,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,13,5,8,23.85340379,90.10522549,7.474710503,103.923226,84.9
3619,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,16,8,9,24.60297538,91.28408653,7.601189843,111.2948115,84.9
3620,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,4,13,6,15.63211033,94.25966183,7.561143224,101.4705704,84.9
3621,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,0,25,14,19.33516809,91.97978938,6.361671475,116.450422,145.6
3622,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,84.9
3623,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,84.9
3624,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,84.9
3625,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,145.6
3626,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,145.6
3627,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,11,14,5,11.50322938,94.8933184,6.946354724,115.5683776,145.6
3628,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,9,8,15,14.34320488,94.35734702,7.994465371,110.2223123,84.9
3629,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,5,18,14,33.1056981,93.48447453,7.434118807,119.1709113,145.6
3630,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,29,25,14,30.49183837,90.4582865,7.781988584,113.3302105,84.9
3631,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,145.6
3632,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,84.9
3633,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,145.6
3634,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,145.6
3635,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,145.6
3636,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,5,25,6,30.72119881,94.01331956,6.011302181,106.8118019,84.9
3637,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,6,8,11,24.35590861,92.39651663,6.600948788,119.6946577,145.6
3638,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,84.9
3639,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,145.6
3640,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,84.9
3641,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,84.9
3642,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,24,27,9,18.86883219,93.24688124,6.157135092,119.3936976,145.6
3643,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,84.9
3644,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,84.9
3645,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,145.6
3646,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,84.9
3647,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,84.9
3648,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,84.9
3649,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,15,9,11,11.54785707,94.14861001,7.907956251,108.8289171,84.9
3650,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,84.9
3651,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,145.6
3652,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,84.9
3653,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,14,22,9,17.24944623,91.13772765,6.543191814,112.5090516,84.9
3654,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,84.9
3655,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,84.9
3656,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,17,16,14,16.39624284,92.18151927,6.625538653,102.944161,84.9
3657,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,84.9
3658,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,84.9
3659,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,84.9
3660,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,84.9
3661,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,84.9
3662,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,145.6
3663,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,84.9
3664,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,19,24,15,20.48954522,93.72485075,7.137136973,111.8391951,84.9
3665,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,39,21,9,13.20844373,94.02769434,6.354022554,106.2696156,84.9
3666,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,145.6
3667,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,84.9
3668,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,84.9
3669,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,145.6
3670,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,84.9
3671,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,18,12,8,12.59093977,91.81668769,6.206053072,119.3916718,145.6
3672,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,20,20,10,11.86631922,93.68394562,6.976997772,106.060149,84.9
3673,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,84.9
3674,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,145.6
3675,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,25,21,11,32.23797837,90.15406807,6.460044778,104.7052254,84.9
3676,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,84.9
3677,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,37,18,12,10.2708877,90.19147747,7.401121811,106.6955204,84.9
3678,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,84.9
3679,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,13,22,5,19.667056,90.50096668,7.764040111,100.1737964,84.9
3680,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,84.9
3681,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,19,7,9,27.255435,91.71369387,6.969883483,101.139435,84.9
3682,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,145.6
3683,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,24,30,11,32.39523995,94.51768464,6.601395755,113.25373,84.9
3684,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,7,17,10,10.16431299,91.22320999,6.465913274,106.362551,84.9
3685,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,84.9
3686,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,84.9
3687,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,84.9
3688,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,18,14,11,28.04799508,90.00621688,6.550814117,117.1311498,145.6
3689,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,84.9
3690,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,84.9
3691,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,84.9
3692,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,84.9
3693,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,145.6
3694,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,145.6
3695,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,27,30,5,32.71748548,90.54608254,7.656978112,113.328978,84.9
3696,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,84.9
3697,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,84.9
3698,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,84.9
3699,himachal pradesh,kangra,orange,4500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,84.9
3700,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,61,68,50,35.21462816,91.49725058,6.793245417,243.0745066,233.9
3701,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,84.9
3702,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,145.6
3703,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,39,65,53,35.33294932,92.11508608,6.560743093,235.6133585,233.9
3704,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,233.9
3705,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,233.9
3706,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,233.9
3707,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,233.9
3708,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,233.9
3709,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,69,64,47,40.21199348,94.50766912,6.993473247,186.6762324,145.6
3710,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,58,51,47,42.13473976,91.70445386,6.757470637,197.402901,233.9
3711,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,59,47,53,32.86316618,91.4618874,6.850663232,47.271547,48.1
3712,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,233.9
3713,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,48.1
3714,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,145.6
3715,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,145.6
3716,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,80.2
3717,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,80.2
3718,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,145.6
3719,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,84.9
3720,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,48.1
3721,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,48.1
3722,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,61,64,52,43.30204933,92.83405443,6.641098708,110.562229,84.9
3723,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,233.9
3724,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,145.6
3725,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,47,46,52,23.19451074,91.40301608,6.502289473,206.3999208,233.9
3726,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,233.9
3727,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,36,59,46,34.28879307,93.61082872,6.721130543,127.2509777,145.6
3728,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,145.6
3729,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,145.6
3730,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,80.2
3731,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,34,68,51,27.34734861,94.17756725,6.687088098,40.35153141,40.7
3732,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,233.9
3733,himachal pradesh,kangra,papaya,2500,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,48.1
